Month,Scheduled Operator,Country to/from,FLTS IN,PAX IN,SEATS IN,FLTS OUT,PAX OUT,SEATS OUT,FIN_Y,CAL_Y,Passengers In,Freight In,Mail In,Passengers Out,Freight Out,Mail Out,Year
2015-03-01,Fiji Airways,Fiji,120,15283,22632,119,17581,22466,2015,2015,15283,379.344,1.839,17581,235.022,5.979,2015.0
2015-03-01,Garuda Indonesia,Indonesia,109,18970,24954,109,21017,24954,2015,2015,18970,577.976,159.125,21017,348.161,0.093,2015.0
2015-03-01,Hawaiian Airlines,USA,49,7675,14357,49,9973,14357,2015,2015,7675,252.303,0,9973,404.038,0,2015.0
2015-03-01,Indonesia AirAsia,Indonesia,110,15185,19800,110,15251,19800,2015,2015,15185,0,0,15251,0,0,2015.0
2015-03-01,Indonesia AirAsia Extra,Indonesia,4,518,1508,4,1100,1508,2015,2015,518,2.357,0,1100,1.4,0,2015.0
2015-03-01,Japan Airlines,Japan,31,6418,7566,31,7227,7566,2015,2015,6418,241.634,97.196,7227,65.585,0.316,2015.0
2015-03-01,Jetstar,Fiji,19,2368,3420,20,2822,3600,2015,2015,2368,8.272,0,2822,3.817,0.323,2015.0
2015-03-01,Jetstar,Indonesia,160,32572,40794,161,34633,40974,2015,2015,36781,457.077,0,39362,21.356,2.597,2015.0
2015-03-01,Jetstar,Japan,96,24295,31712,98,27030,32350,2015,2015,24295,252.29,18.526,27030,146.073,15.865,2015.0
2015-03-01,Jetstar,New Zealand,228,36755,41040,228,31946,41040,2015,2015,36755,11.562,0,31946,26.911,14.318,2015.0
2015-03-01,Jetstar,Singapore,49,9086,11157,50,9668,11337,2015,2015,4877,162.029,0.982,4939,165.926,0,2015.0
2015-03-01,Jetstar,Thailand,40,10618,13400,40,10869,13400,2015,2015,10618,274.354,12.479,10869,77.232,1.697,2015.0
2015-03-01,Jetstar,USA,43,9781,13669,43,10446,13669,2015,2015,9781,244.774,8.222,10446,197.378,0.946,2015.0
2015-03-01,Jetstar Asia,Singapore,59,8401,10620,60,8566,10800,2015,2015,8401,11.137,0,8566,1.224,0,2015.0
2015-03-01,Korean Air,Korea,49,11001,13377,49,11844,13377,2015,2015,11001,143.534,65.27,11844,289.043,3.789,2015.0
2015-03-01,LATAM Airlines,Chile,30,7016,7680,30,6031,7680,2015,2015,,,,,,,
2015-03-01,Malaysia Airlines,Malaysia,336,57105,88653,329,63882,88494,2015,2015,57105,3663.824,221.668,63882,2161.152,3.063,2015.0
2015-03-01,Nauru Airlines,Nauru,18,719,1792,18,704,1792,2015,2015,719,0.269,0.004,704,48.216,1.056,2015.0
2015-03-01,Pacific Air Express,Papua New Guinea,12,..,..,12,..,..,2015,2015,..,7.69,0,..,117.672,0,2015.0
2015-03-01,Pacific Air Express,Solomon Islands,4,..,..,4,..,..,2015,2015,..,1.816,0,..,37.643,0,2015.0
2015-03-01,Philippine Airlines,Philippines,49,9603,14973,49,9448,14973,2015,2015,9603,263.343,7.286,9448,248.664,0,2015.0
2015-03-01,Polar Air Cargo,China,-,..,..,4,..,..,2015,2015,..,..,..,..,5.878,0,2015.0
2015-03-01,Polar Air Cargo,Hong Kong (SAR),-,..,..,5,..,..,2015,2015,..,..,..,..,27.65,0,2015.0
2015-03-01,Polar Air Cargo,Japan,13,..,..,4,..,..,2015,2015,..,418.421,0,..,4.726,0,2015.0
2015-03-01,Polar Air Cargo,Taiwan,-,..,..,4,..,..,2015,2015,..,..,..,..,14.848,0,2015.0
2015-03-01,Polar Air Cargo,USA,5,..,..,-,..,..,2015,2015,..,366.075,0,..,..,..,2015.0
2015-03-01,Qantas Airways,Chile,17,5396,6188,17,5176,6188,2015,2015,5339,39.46,0,5104,4.183,2.711,2015.0
2015-03-01,Qantas Airways,China,33,7981,9291,34,8155,9291,2015,2015,7822,402.671,23.449,7592,415.294,68.435,2015.0
2015-03-01,Qantas Airways,Hong Kong (SAR),93,26226,29874,93,27073,29875,2015,2015,25641,848.355,11.637,26343,790.271,29.978,2015.0
2015-03-01,Qantas Airways,Indonesia,12,2612,3129,12,2362,3129,2015,2015,2363,76.211,0.719,3007,50.311,1.19,2015.0
2015-03-01,Qantas Airways,Japan,31,9929,11215,31,10960,11218,2015,2015,9757,66.014,34.785,10663,100.667,32.644,2015.0
2015-03-01,Qantas Airways,New Caledonia,17,1921,2849,17,2115,2847,2015,2015,1770,0.842,0.142,1916,6.075,1.404,2015.0
2015-03-01,Qantas Airways,New Zealand,414,62553,65535,413,57769,65331,2015,2015,50171,763.998,0.917,49830,849.925,137.041,2015.0
2015-03-01,Qantas Airways,Papua New Guinea,52,1731,3848,52,1801,3836,2015,2015,1731,0,0,1801,0,0,2015.0
2015-03-01,Qantas Airways,Philippines,17,4567,4792,17,4502,4801,2015,2015,3911,117.61,1.12,3413,56.321,1.663,2015.0
2015-03-01,Qantas Airways,Singapore,121,28565,34273,121,29853,34325,2015,2015,27418,1085.398,33.789,26947,1017.737,54.601,2015.0
2015-03-01,Qantas Airways,South Africa,27,8414,9752,27,8551,9755,2015,2015,6837,124.373,2.268,7240,35.368,5.205,2015.0
2015-03-01,Qantas Airways,Thailand,26,6234,7031,29,6581,7035,2015,2015,5433,171.678,52.878,5731,171.252,12.257,2015.0
2015-03-01,Qantas Airways,UK,60,19129,29034,60,25996,29039,2015,2015,9397,505.28,45.323,13457,119.367,130.209,2015.0
2015-03-01,Qantas Airways,USA,195,49943,68970,191,60015,72763,2015,2015,48437,2042.012,258.821,57338,446.728,143.083,2015.0
2015-03-01,Qatar Airways,Qatar,62,13204,20770,62,18244,20770,2015,2015,13204,769.223,16.721,18244,915.914,0.011,2015.0
2015-03-01,Royal Brunei Airlines,Brunei,31,5027,7874,31,4953,7874,2015,2015,5027,186.974,6.034,4953,444.478,0,2015.0
2015-03-01,Scoot,Singapore,55,17598,22110,56,16681,22512,2015,2015,17598,387.405,0,16681,253.107,0,2015.0
2015-03-01,Sichuan Airlines,China,21,4140,5406,21,4637,5406,2015,2015,4140,121.604,0,4637,54.773,0,2015.0
2015-03-01,Silk Air,Singapore,14,1180,2196,14,1265,2196,2015,2015,1180,9.569,0,1265,7.663,0,2015.0
2015-03-01,Singapore Airlines,Hong Kong (SAR),-,..,..,1,..,..,2015,2015,..,..,..,..,0,0,2015.0
2015-03-01,Singapore Airlines,New Zealand,9,..,..,13,..,..,2015,2015,..,375.844,0,..,750.608,0,2015.0
2015-03-01,Singapore Airlines,Singapore,522,116398,144801,519,118709,144801,2015,2015,116398,6953.497,244.181,118709,6560.615,1.04,2015.0
2015-03-01,Solomon Airlines,Solomon Islands,18,1462,2448,17,1347,2312,2015,2015,1462,4.788,0,1347,18.14,0,2015.0
2015-03-01,South African Airways,South Africa,27,4788,7005,26,5617,6752,2015,2015,4788,92.614,2.968,5617,198.775,0,2015.0
2015-03-01,Tasman Cargo Airlines,New Zealand,22,..,..,22,..,..,2015,2015,..,450.64,0,..,483.044,0,2015.0
2015-03-01,Thai Airways International,Thailand,159,31467,48704,161,34339,49306,2015,2015,31467,1750.121,119.746,34339,1511.26,4.786,2015.0
2015-03-01,United Airlines,Guam,9,633,1062,8,594,944,2015,2015,633,0,0,594,0.919,0.002,2015.0
2015-03-01,United Airlines,USA,90,16810,23701,90,20495,23701,2015,2015,16810,110.199,76.184,20495,519.087,3.977,2015.0
2015-03-01,United Parcel Service,China,-,..,..,25,..,..,2015,2015,..,..,..,..,266.354,0,2015.0
2015-03-01,United Parcel Service,Korea,-,..,..,4,..,..,2015,2015,..,..,..,..,2.23,0,2015.0
2015-03-01,United Parcel Service,Singapore,-,..,..,3,..,..,2015,2015,..,..,..,..,131.082,0,2015.0
2015-03-01,United Parcel Service,USA,34,..,..,-,..,..,2015,2015,..,1447.326,0,..,..,..,2015.0
2015-03-01,Vietnam Airlines,Vietnam,62,15767,17346,62,14063,17346,2015,2015,15767,450.295,0,14063,186.313,0,2015.0
2015-03-01,Virgin Australia,Fiji,89,9924,15604,89,10396,15604,2015,2015,9924,47.067,0,10396,32.65,0,2015.0
2015-03-01,Virgin Australia,Indonesia,183,21504,32022,181,22238,31670,2015,2015,21504,123.496,0,22238,0,0,2015.0
2015-03-01,Virgin Australia,New Zealand,330,51993,58018,330,47622,58004,2015,2015,51993,85.936,0,47622,33.296,0,2015.0
2015-03-01,Virgin Australia,Papua New Guinea,27,2135,4746,27,2385,4746,2015,2015,2135,0,0,2385,24.716,0,2015.0
2015-03-01,Virgin Australia,Solomon Islands,9,580,1584,9,620,1584,2015,2015,580,0,0,620,6.606,0,2015.0
2015-03-01,Virgin Australia,Thailand,22,2473,3806,22,2488,3806,2015,2015,2473,0,0,2488,0,0,2015.0
2015-03-01,Virgin Australia,Tonga,9,899,1566,9,874,1572,2015,2015,899,0.242,0,874,0.881,0,2015.0
2015-03-01,Virgin Australia,USA,62,14416,22382,62,18192,22382,2015,2015,14416,792.192,0,18192,944.109,0,2015.0
2015-03-01,Virgin Australia,Vanuatu,13,729,2308,13,863,2308,2015,2015,729,0.741,0,863,9.145,0,2015.0
2015-03-01,Virgin Samoa,Western Samoa,9,1156,1578,8,1080,1402,2015,2015,1156,0.163,0,1080,1.534,0,2015.0
2015-04-01,Air Caledonie,New Caledonia,33,4438,6006,34,4595,6164,2015,2015,,,,,,,
2015-04-01,Air Canada,Canada,30,5056,8099,30,7197,8096,2015,2015,5056,224.728,14.649,7197,102.344,17.274,2015.0
2015-04-01,Air China,China,55,10766,12464,55,9959,12464,2015,2015,10766,272.316,34.279,9959,283.202,38.64,2015.0
2015-04-01,Air India,India,30,6302,7590,30,4757,7590,2015,2015,6302,123.284,8.067,4757,34.728,0,2015.0
2015-04-01,Air Mauritius,Mauritius,13,2171,3575,13,2260,3575,2015,2015,2171,24.216,0.362,2260,24.535,0,2015.0
2015-04-01,Air New Zealand,Cook Islands,4,621,907,4,640,912,2015,2015,621,0.013,0.012,640,21.964,0,2015.0
2015-04-01,Air New Zealand,New Zealand,597,108051,121676,599,98892,122030,2015,2015,108051,2041.132,205.83,98892,1737.184,1.138,2015.0
2015-04-01,Air Niugini,Papua New Guinea,125,9215,17544,124,9210,17392,2015,2015,9215,26.415,0,9210,276.327,0,2015.0
2015-04-01,Air Vanuatu,Vanuatu,32,2309,5440,32,2109,5440,2015,2015,2309,3.164,3.707,2109,53.926,3.462,2015.0
2015-04-01,AirAsia X,Malaysia,134,40118,50518,134,32695,50518,2015,2015,40118,532.103,0,32695,221.436,0,2015.0
2015-04-01,Asiana Airlines,Korea,30,6319,9090,30,7124,9090,2015,2015,6319,195.877,38.767,7124,164.174,0,2015.0
2015-04-01,British Airways,UK,30,7047,8910,29,8179,8613,2015,2015,3884,349.365,13.669,5165,90.479,0.447,2015.0
2015-04-01,Cathay Pacific Airways,Hong Kong (SAR),325,74999,82111,325,78340,82111,2015,2015,74999,3136.288,64.706,78340,3055.847,22.751,2015.0
2015-04-01,Cebu Pacific Air,Philippines,22,5556,9592,22,4972,9592,2015,2015,5556,90.019,0,4972,75.02,0,2015.0
2015-04-01,China Airlines,New Zealand,31,8819,9426,31,8592,9426,2015,2015,6458,101.864,0,6498,161.244,0,2015.0
2015-04-01,China Airlines,Taiwan,31,7571,9300,31,7653,9300,2015,2015,5477,129.089,24.021,5292,147.221,3.149,2015.0
2015-04-01,China Eastern Airlines,China,73,15145,16860,73,14869,16860,2015,2015,15145,467.767,7.976,14869,454.527,0,2015.0
2015-04-01,China Southern Airlines,China,140,28924,32928,140,27328,32928,2015,2015,28924,1142.022,123.534,27328,1085.644,41.988,2015.0
2015-04-01,Delta Air Lines,USA,28,6218,8148,28,7183,8148,2015,2015,6218,179.943,58.32,7183,216.766,0,2015.0
2015-04-01,Emirates,New Zealand,120,49542,54484,120,41648,54484,2015,2015,35528,885.599,0.029,32563,478.125,0.603,2015.0
2015-04-01,Emirates,United Arab Emirates,370,100891,141184,370,128069,141184,2015,2015,73970,3372.847,67.305,101205,3631.901,37.546,2015.0
2015-04-01,Etihad Airways,United Arab Emirates,141,27792,41988,141,38425,41988,2015,2015,25705,1043.117,46.205,36355,948.882,5.392,2015.0
2015-04-01,Eva Air,Taiwan,9,1912,2268,9,1781,2268,2015,2015,1912,100.237,3.681,1781,58.67,0,2015.0
2015-04-01,Federal Express Corporation,China,-,..,..,26,..,..,2015,2015,..,..,..,..,429.025,0,2015.0
2015-04-01,Federal Express Corporation,USA,26,..,..,-,..,..,2015,2015,..,450.319,17.572,..,..,..,2015.0
2015-04-01,Fiji Airways,Fiji,132,20750,24662,132,20711,24662,2015,2015,20750,341.086,1.689,20711,223.38,4.93,2015.0
2015-04-01,Garuda Indonesia,Indonesia,137,23248,31811,137,22668,31811,2015,2015,23248,480.057,147.459,22668,169.133,0,2015.0
2015-04-01,Hawaiian Airlines,USA,47,7541,13771,47,8098,13771,2015,2015,7541,209.903,0,8098,190.548,0,2015.0
2015-04-01,Indonesia AirAsia,Indonesia,121,15543,21780,121,14765,21780,2015,2015,15543,0,0,14765,0,0,2015.0
2015-04-01,Indonesia AirAsia Extra,Indonesia,21,3954,7917,21,3916,7917,2015,2015,3954,13.897,0,3916,0,0,2015.0
2015-04-01,Japan Airlines,Japan,30,6390,7350,30,5969,7350,2015,2015,6390,168.384,113.186,5969,83.721,0.431,2015.0
2015-04-01,Jetstar,Fiji,30,4018,5400,30,3943,5400,2015,2015,4018,10.028,0,3943,2.111,0.134,2015.0
2015-04-01,Jetstar,Indonesia,197,37496,48849,198,38565,49184,2015,2015,41684,423.773,0,42809,20.18,2.644,2015.0
2015-04-01,Jetstar,Japan,87,19854,28569,86,18708,28266,2015,2015,19854,256.454,10.816,18708,175.53,15.053,2015.0
2015-04-01,Jetstar,New Zealand,239,38014,43020,240,33917,43200,2015,2015,38014,6.382,0,33917,32.885,15.31,2015.0
2015-04-01,Jetstar,Singapore,51,9218,12009,52,9766,12189,2015,2015,5030,171.766,3.57,5522,130.58,0,2015.0
2015-04-01,Jetstar,Thailand,39,10230,13065,40,10585,13400,2015,2015,10230,210.339,9.302,10585,42.807,1.643,2015.0
2015-04-01,Jetstar,USA,48,10877,15408,48,9195,15408,2015,2015,10877,170.98,8.193,9195,184.641,0.501,2015.0
2015-04-01,Jetstar Asia,Singapore,77,10417,13860,77,9897,13860,2015,2015,10417,11.709,0,9897,1.308,0,2015.0
2015-04-01,Korean Air,Korea,47,9811,12549,47,10594,12549,2015,2015,9811,127.404,77.916,10594,275.287,4.326,2015.0
2015-04-01,LATAM Airlines,Chile,28,6449,6986,29,6078,7255,2015,2015,,,,,,,
2015-04-01,Malaysia Airlines,Malaysia,322,61981,85246,319,59490,85210,2015,2015,61981,3266.756,21.397,59490,2116.08,0,2015.0
2015-04-01,Nauru Airlines,Nauru,17,658,1664,17,656,1664,2015,2015,658,0.958,0.003,656,45.442,0.956,2015.0
2015-04-01,Pacific Air Express,Papua New Guinea,13,..,..,13,..,..,2015,2015,..,5.078,0,..,174.085,0,2015.0
2015-04-01,Pacific Air Express,Solomon Islands,5,..,..,5,..,..,2015,2015,..,5.2,0,..,34.569,0,2015.0
2015-04-01,Philippine Airlines,Philippines,47,9934,14449,47,8446,14449,2015,2015,9934,185.581,0.634,8446,168.132,0,2015.0
2015-04-01,Polar Air Cargo,China,-,..,..,4,..,..,2015,2015,..,..,..,..,2.151,0,2015.0
2015-04-01,Polar Air Cargo,Hong Kong (SAR),-,..,..,4,..,..,2015,2015,..,..,..,..,15.625,0,2015.0
2015-04-01,Polar Air Cargo,Japan,14,..,..,10,..,..,2015,2015,..,458.233,0,..,11.318,0,2015.0
2015-04-01,Polar Air Cargo,USA,4,..,..,-,..,..,2015,2015,..,250.8,0,..,..,..,2015.0
2015-04-01,Qantas Airways,Chile,17,5105,6188,17,5247,6188,2015,2015,5068,24.064,0,5156,1.74,3.035,2015.0
2015-04-01,Qantas Airways,China,33,8173,8901,33,7892,8901,2015,2015,7970,423.259,23.054,7242,432.722,69.137,2015.0
2015-04-01,Qantas Airways,Hong Kong (SAR),93,26579,30148,93,25354,30166,2015,2015,25908,916.654,7.619,24772,574.548,30.509,2015.0
2015-04-01,Qantas Airways,Indonesia,17,3404,4119,17,3233,4119,2015,2015,3057,93.275,1.31,2922,56.698,1.426,2015.0
2015-04-01,Qantas Airways,Japan,30,9979,10835,30,8729,10836,2015,2015,9765,55.778,33.543,8471,75.191,31.645,2015.0
2015-04-01,Qantas Airways,New Caledonia,16,2278,2688,16,1941,2660,2015,2015,2182,1.564,0.183,1820,4.513,0.595,2015.0
2015-04-01,Qantas Airways,New Zealand,430,63607,68380,429,59943,68509,2015,2015,51939,567.021,0.881,52519,744.1,143.839,2015.0
2015-04-01,Qantas Airways,Papua New Guinea,51,2012,3774,52,2347,3848,2015,2015,2012,0,0,2347,0,0,2015.0
2015-04-01,Qantas Airways,Philippines,17,4826,5036,17,4819,5041,2015,2015,3978,44.214,2.032,3711,37.241,1.561,2015.0
2015-04-01,Qantas Airways,Singapore,119,27371,34807,120,28585,35118,2015,2015,26472,999.784,30.462,26804,1077.009,53.414,2015.0
2015-04-01,Qantas Airways,South Africa,30,9166,10802,30,8151,10801,2015,2015,7838,176.44,5.792,6870,45.859,4.864,2015.0
2015-04-01,Qantas Airways,Thailand,30,7237,8848,33,8117,8851,2015,2015,6209,177.895,58.579,6488,38.77,10.162,2015.0
2015-04-01,Qantas Airways,Turkey,1,212,351,1,335,348,2015,2015,208,0,0,320,0,0,2015.0
2015-04-01,Qantas Airways,UK,60,18692,29035,60,25891,29032,2015,2015,8418,409.898,36.776,14743,106.418,125.474,2015.0
2015-04-01,Qantas Airways,USA,192,48705,67577,187,56956,71336,2015,2015,47676,1885.398,275.158,54789,408.706,143.634,2015.0
2015-04-01,Qantas Airways,Western Samoa,1,..,..,1,..,..,2015,2015,..,0,0,..,30.775,0,2015.0
2015-04-01,Qatar Airways,Qatar,60,12354,20145,60,18339,20145,2015,2015,12354,810.275,21.261,18339,661.461,0.013,2015.0
2015-04-01,Royal Brunei Airlines,Brunei,30,4748,7620,30,5891,7620,2015,2015,4748,172.358,7.266,5891,358.007,0,2015.0
2015-04-01,Scoot,Singapore,63,19021,25326,63,16611,25326,2015,2015,19021,507.705,0,16611,299.762,0,2015.0
2015-04-01,Sichuan Airlines,China,21,4537,5348,21,4459,5348,2015,2015,4537,82.744,0,4459,86.57,0,2015.0
2015-04-01,Silk Air,Singapore,15,1476,2396,15,1508,2396,2015,2015,1476,11.352,0,1508,7.382,0,2015.0
2015-04-01,Singapore Airlines,New Zealand,9,..,..,13,..,..,2015,2015,..,284.488,0,..,643.177,0,2015.0
2015-04-01,Singapore Airlines,Singapore,505,114045,140177,500,122068,140177,2015,2015,114045,6672.082,272.801,122068,6229.662,1.032,2015.0
2015-04-01,Solomon Airlines,Solomon Islands,17,1264,2312,17,1350,2312,2015,2015,1264,10.274,0,1350,15.195,0,2015.0
2015-04-01,South African Airways,South Africa,30,6102,8538,30,5994,8474,2015,2015,6102,75.877,0.059,5994,126.354,0,2015.0
2015-04-01,Tasman Cargo Airlines,New Zealand,19,..,..,18,..,..,2015,2015,..,374.357,0,..,376.176,0,2015.0
2015-04-01,Thai Airways International,Thailand,165,39223,51818,166,34271,52149,2015,2015,39223,1415.157,90.486,34271,1297.115,3.306,2015.0
2015-04-01,United Airlines,Guam,8,387,944,9,580,1062,2015,2015,387,0.064,0,580,0.894,0.002,2015.0
2015-04-01,United Airlines,USA,85,14649,22306,85,17422,22306,2015,2015,14649,84.943,93.313,17422,389.537,2.717,2015.0
2015-04-01,United Parcel Service,China,-,..,..,23,..,..,2015,2015,..,..,..,..,414.558,0,2015.0
2015-04-01,United Parcel Service,Singapore,-,..,..,4,..,..,2015,2015,..,..,..,..,182.029,0,2015.0
2015-04-01,United Parcel Service,USA,30,..,..,-,..,..,2015,2015,..,1340.906,0,..,..,..,2015.0
2015-04-01,Vietnam Airlines,Vietnam,60,15462,16827,60,11716,16813,2015,2015,15462,397.364,0,11716,151.477,0,2015.0
2015-04-01,Virgin Australia,Fiji,93,11342,16599,93,11071,16599,2015,2015,11342,37.186,0,11071,40.204,0,2015.0
2015-04-01,Virgin Australia,Indonesia,162,15650,28326,164,16030,28678,2015,2015,15650,85.914,0,16030,0,0,2015.0
2015-04-01,Virgin Australia,New Zealand,324,47756,56778,324,45052,56778,2015,2015,47756,68.132,0,45052,23.22,0,2015.0
2015-04-01,Virgin Australia,Papua New Guinea,28,2723,4862,28,2902,4862,2015,2015,2723,0,0,2902,22.958,0,2015.0
2015-04-01,Virgin Australia,Solomon Islands,9,630,1566,9,817,1566,2015,2015,630,0,0,817,10.6,0,2015.0
2015-04-01,Virgin Australia,Thailand,21,2237,3654,21,2340,3654,2015,2015,2237,0,0,2340,0,0,2015.0
2015-04-01,Virgin Australia,Tonga,9,935,1578,9,899,1578,2015,2015,935,0.685,0,899,1.757,0,2015.0
2015-04-01,Virgin Australia,United Arab Emirates,8,1451,2888,9,2910,3249,2015,2015,1451,53.375,0,2910,96.462,0,2015.0
2015-04-01,Virgin Australia,USA,60,16581,21660,60,17147,21660,2015,2015,16581,542.305,0,17147,777.348,0,2015.0
2015-04-01,Virgin Australia,Vanuatu,14,814,2464,14,991,2464,2015,2015,814,2.934,0,991,14.637,0,2015.0
2015-04-01,Virgin Samoa,Western Samoa,15,1882,2634,15,1861,2634,2015,2015,1882,0.915,0,1861,0.808,0,2015.0
2015-05-01,Air Caledonie,New Caledonia,29,3424,5408,29,3507,5408,2015,2015,,,,,,,
2015-05-01,Air Canada,Canada,31,5022,8370,31,7904,8370,2015,2015,5022,270.832,6.915,7904,90.168,17.8,2015.0
2015-05-01,Air China,China,60,9809,13557,60,11332,13557,2015,2015,9809,412.839,31.63,11332,286.264,33.711,2015.0
2015-05-01,Air India,India,27,5696,6852,27,3219,6852,2015,2015,5696,113.487,8.426,3219,41.488,0,2015.0
2015-05-01,Air Mauritius,Mauritius,9,1590,2475,10,1727,2750,2015,2015,1590,41.849,0.399,1727,11.528,0,2015.0
2015-05-01,Air New Zealand,Cook Islands,5,790,1141,5,835,1134,2015,2015,790,0,0.749,835,27.075,0,2015.0
2015-05-01,Air New Zealand,New Zealand,516,86533,103096,512,81731,102555,2015,2015,86533,2155.138,222.596,81731,1743.489,1.09,2015.0
2015-05-01,Air Niugini,Papua New Guinea,125,8654,17638,123,8221,17392,2015,2015,8654,36.744,0,8221,297.461,0,2015.0
2015-05-01,Air Vanuatu,Vanuatu,27,2358,4590,27,2347,4590,2015,2015,2358,2.638,2.967,2347,44.363,3.553,2015.0
2015-05-01,AirAsia X,Malaysia,145,34998,54665,146,32929,55042,2015,2015,34998,484.23,0,32929,301.087,0,2015.0
2015-05-01,Asiana Airlines,Korea,31,7144,9393,31,6901,9393,2015,2015,7144,206.189,38.994,6901,150.876,0,2015.0
2015-05-01,British Airways,UK,31,6534,9207,31,8725,9207,2015,2015,3494,369.188,13.833,5463,109.055,0.245,2015.0
2015-05-01,Cathay Pacific Airways,Hong Kong (SAR),337,68617,85172,337,79189,85172,2015,2015,68617,2624.914,27.391,79189,2902.782,21.849,2015.0
2015-05-01,Cebu Pacific Air,Philippines,22,5664,9592,22,5354,9592,2015,2015,5664,44.675,0,5354,18.8,0,2015.0
2015-05-01,China Airlines,New Zealand,28,6532,8498,28,6259,8498,2015,2015,4959,124.07,0,5016,190.272,0,2015.0
2015-05-01,China Airlines,Taiwan,31,6511,9300,31,7576,9300,2015,2015,5268,145.848,22.956,6003,161.552,7.047,2015.0
2015-05-01,China Eastern Airlines,China,75,14393,17348,75,14289,17347,2015,2015,14393,472.065,19.676,14289,457.376,0,2015.0
2015-05-01,China Southern Airlines,China,142,24759,33647,142,27868,33647,2015,2015,24759,998.711,124.651,27868,1093.216,41.599,2015.0
2015-05-01,Delta Air Lines,USA,31,6743,9021,31,7800,9021,2015,2015,6743,318.154,62.624,7800,199.306,0,2015.0
2015-05-01,Emirates,New Zealand,124,42706,56312,124,34318,56312,2015,2015,31643,1065.132,0,27760,659.669,0,2015.0
2015-05-01,Emirates,United Arab Emirates,382,92540,149371,382,126877,149371,2015,2015,71824,3871.302,90.927,103008,3583.503,34.5,2015.0
2015-05-01,Etihad Airways,United Arab Emirates,142,24904,42256,142,34614,42256,2015,2015,23531,1114.049,50.189,33313,895.643,3.549,2015.0
2015-05-01,Eva Air,Taiwan,9,1966,2268,9,1792,2268,2015,2015,1966,99.411,3.687,1792,49.807,0,2015.0
2015-05-01,Federal Express Corporation,China,-,..,..,25,..,..,2015,2015,..,..,..,..,658.196,0,2015.0
2015-05-01,Federal Express Corporation,USA,25,..,..,-,..,..,2015,2015,..,465.528,19.491,..,..,..,2015.0
2015-05-01,Fiji Airways,Fiji,114,17549,21314,116,18494,21753,2015,2015,17549,350.459,1.774,18494,297.096,8.414,2015.0
2015-05-01,Garuda Indonesia,Indonesia,118,18924,27399,118,22428,27399,2015,2015,18924,512.863,177.657,22428,191.539,0.055,2015.0
2015-05-01,Hawaiian Airlines,USA,49,9146,14357,49,10710,14357,2015,2015,9146,233.958,0,10710,181.015,0,2015.0
2015-05-01,Indonesia AirAsia,Indonesia,126,15017,22680,126,16441,22680,2015,2015,15017,0,0,16441,0,0,2015.0
2015-05-01,Indonesia AirAsia Extra,Indonesia,23,3894,8671,23,4506,8671,2015,2015,3894,23.564,0,4506,0,0,2015.0
2015-05-01,Japan Airlines,Japan,31,6567,7595,31,6729,7595,2015,2015,6567,276.257,123.002,6729,137.664,0.562,2015.0
2015-05-01,Jetstar,Fiji,31,3858,5580,31,3903,5580,2015,2015,3858,22.507,0,3903,1.509,0.168,2015.0
2015-05-01,Jetstar,Indonesia,191,37850,46438,193,40699,47108,2015,2015,42412,362.389,0,45595,21.088,3.22,2015.0
2015-05-01,Jetstar,Japan,74,17195,24246,75,18060,24549,2015,2015,17195,257.499,14.15,18060,140.811,14.661,2015.0
2015-05-01,Jetstar,New Zealand,230,32287,41400,229,26094,41220,2015,2015,32287,6.93,0,26094,25.74,14.639,2015.0
2015-05-01,Jetstar,Singapore,54,9155,12549,54,10010,12549,2015,2015,4593,165.248,4.961,5114,113.409,2.207,2015.0
2015-05-01,Jetstar,Thailand,41,10520,13735,40,10328,13400,2015,2015,10520,287.408,13.848,10328,44.306,2.092,2015.0
2015-05-01,Jetstar,USA,45,12064,14371,45,11161,14371,2015,2015,12064,140.628,10.733,11161,172.574,0.617,2015.0
2015-05-01,Jetstar Asia,Singapore,64,9043,11520,63,8300,11340,2015,2015,9043,12.692,0,8300,2.86,0,2015.0
2015-05-01,Korean Air,Korea,49,9133,13083,49,10240,13083,2015,2015,9133,189.856,75.673,10240,389.216,4.549,2015.0
2015-05-01,LATAM Airlines,Chile,29,5604,7047,29,4787,7047,2015,2015,,,,,,,
2015-05-01,Malaysia Airlines,Malaysia,315,46140,83774,310,48919,83094,2015,2015,46140,3392.774,24.605,48919,1852.191,0,2015.0
2015-05-01,Nauru Airlines,Nauru,16,649,1536,18,669,1792,2015,2015,649,2.172,0.065,669,79.441,0.844,2015.0
2015-05-01,Pacific Air Express,Papua New Guinea,14,..,..,14,..,..,2015,2015,..,2.143,0,..,212.956,0,2015.0
2015-05-01,Pacific Air Express,Solomon Islands,4,..,..,4,..,..,2015,2015,..,0.112,0,..,28.124,0,2015.0
2015-05-01,Philippine Airlines,Philippines,50,8600,15546,50,7168,15546,2015,2015,8600,224.715,1.552,7168,197.529,0,2015.0
2015-05-01,Polar Air Cargo,China,-,..,..,5,..,..,2015,2015,..,..,..,..,24.081,0,2015.0
2015-05-01,Polar Air Cargo,Hong Kong (SAR),-,..,..,5,..,..,2015,2015,..,..,..,..,12.217,0,2015.0
2015-05-01,Polar Air Cargo,Japan,13,..,..,8,..,..,2015,2015,..,473.892,0,..,10.704,0,2015.0
