year_month,state,arrivals
2016-01,WA,55790
2016-01,VIC,162400
2016-01,SA,16530
2016-02,NSW,316290
2016-02,QLD,148240
2016-02,TAS,7610
2016-02,ACT,8980
2016-02,NT,4700
2016-02,WA,81070
2016-02,VIC,209120
2016-02,SA,22590
2016-03,NSW,298660
2016-03,QLD,153120
2016-03,TAS,5400
2016-03,ACT,7590
2016-03,NT,5270
2016-03,WA,78120
2016-03,VIC,187650
2016-03,SA,21540
2016-04,NSW,235320
2016-04,QLD,131910
2016-04,TAS,3500
2016-04,ACT,5720
2016-04,NT,8270
2016-04,WA,63200
2016-04,VIC,146960
2016-04,SA,15610
2016-05,NSW,204520
2016-05,QLD,122980
2016-05,TAS,2830
2016-05,ACT,4050
2016-05,NT,5530
2016-05,WA,56600
2016-05,VIC,132470
2016-05,SA,12290
2016-06,NSW,199940
2016-06,QLD,136350
2016-06,TAS,3160
2016-06,ACT,4510
2016-06,NT,6120
2016-06,WA,57630
2016-06,VIC,134940
2016-06,SA,12420
2016-07,NSW,248040
2016-07,QLD,184900
2016-07,TAS,4160
2016-07,ACT,8790
2016-07,NT,13540
2016-07,WA,67730
2016-07,VIC,168990
2016-07,SA,19640
2016-08,NSW,233070
2016-08,QLD,161530
2016-08,TAS,3120
2016-08,ACT,4210
2016-08,NT,9470
2016-08,WA,59170
2016-08,VIC,147170
2016-08,SA,14390
2016-09,NSW,231420
2016-09,QLD,163710
2016-09,TAS,3310
2016-09,ACT,5950
2016-09,NT,8440
2016-09,WA,72190
2016-09,VIC,145180
2016-09,SA,16830
2016-10,NSW,249410
2016-10,QLD,169250
2016-10,TAS,4220
2016-10,ACT,6770
2016-10,NT,7200
2016-10,WA,71470
2016-10,VIC,169770
2016-10,SA,17820
2016-11,NSW,280130
2016-11,QLD,145220
2016-11,TAS,6900
2016-11,ACT,6690
2016-11,NT,5440
2016-11,WA,77780
2016-11,VIC,181350
2016-11,SA,18310
2016-12,NSW,377470
2016-12,QLD,185360
2016-12,TAS,10760
2016-12,ACT,9810
2016-12,NT,5960
2016-12,WA,103400
2016-12,VIC,254120
2016-12,SA,29220
2017-01,NSW,297840
2017-01,QLD,133540
2017-01,TAS,7090
2017-01,ACT,6620
2017-01,NT,4080
2017-01,WA,63790
2017-01,VIC,190760
2017-01,SA,20230
2017-02,NSW,313880
2017-02,QLD,141680
2017-02,TAS,7440
2017-02,ACT,10340
2017-02,NT,6620
2017-02,WA,75650
2017-02,VIC,206910
2017-02,SA,25050
2017-03,NSW,305540
2017-03,QLD,152560
2017-03,TAS,6020
2017-03,ACT,6860
2017-03,NT,5670
2017-03,WA,78240
2017-03,VIC,194860
2017-03,SA,22410
2017-04,NSW,275910
2017-04,QLD,144470
2017-04,TAS,4700
2017-04,ACT,7170
2017-04,NT,8150
2017-04,WA,71030
2017-04,VIC,171090
2017-04,SA,17440
2017-05,NSW,222860
2017-05,QLD,128360
2017-05,TAS,3450
2017-05,ACT,4390
2017-05,NT,7280
2017-05,WA,58990
2017-05,VIC,140710
2017-05,SA,13020
2017-06,NSW,221400
2017-06,QLD,139920
2017-06,TAS,3890
2017-06,ACT,6610
2017-06,NT,9840
2017-06,WA,61400
2017-06,VIC,148840
2017-06,SA,14080
2017-07,NSW,269510
2017-07,QLD,194860
2017-07,TAS,5430
2017-07,ACT,10620
2017-07,NT,10020
2017-07,WA,61460
2017-07,VIC,173800
2017-07,SA,20690
2017-08,NSW,257000
2017-08,QLD,172140
2017-08,TAS,4700
2017-08,ACT,7430
2017-08,NT,8960
2017-08,WA,64730
2017-08,VIC,170040
2017-08,SA,17850
2017-09,NSW,247690
2017-09,QLD,158140
2017-09,TAS,4920
2017-09,ACT,7460
2017-09,NT,8250
2017-09,WA,64720
2017-09,VIC,151830
2017-09,SA,20550
2017-10,NSW,279160
2017-10,QLD,171110
2017-10,TAS,6330
2017-10,ACT,7330
2017-10,NT,8190
2017-10,WA,71830
2017-10,VIC,177210
2017-10,SA,20190
2017-11,NSW,302790
2017-11,QLD,154570
2017-11,TAS,8560
2017-11,ACT,8170
2017-11,NT,6520
2017-11,WA,77960
2017-11,VIC,195260
2017-11,SA,23240
2017-12,NSW,389480
2017-12,QLD,196800
2017-12,TAS,13740
2017-12,ACT,10530
2017-12,NT,4790
2017-12,WA,103960
2017-12,VIC,263240
2017-12,SA,32460
2018-01,NSW,270170
2018-01,QLD,139380
2018-01,TAS,7810
2018-01,ACT,8260
2018-01,NT,4200
2018-01,WA,59810
2018-01,VIC,190960
2018-01,SA,21910
2018-02,NSW,360980
2018-02,QLD,168500
2018-02,TAS,12290
2018-02,ACT,13630
2018-02,NT,4250
2018-02,WA,82050
2018-02,VIC,243500
2018-02,SA,29330
2018-03,NSW,343770
2018-03,QLD,173800
2018-03,TAS,9300
2018-03,ACT,8700
2018-03,NT,5280
2018-03,WA,83580
2018-03,VIC,222700
2018-03,SA,25160
2018-04,NSW,258380
2018-04,QLD,144960
2018-04,TAS,6160
2018-04,ACT,9820
2018-04,NT,6370
2018-04,WA,60040
2018-04,VIC,173780
2018-04,SA,20240
2018-05,NSW,229400
2018-05,QLD,135660
2018-05,TAS,4400
2018-05,ACT,7790
2018-05,NT,5520
2018-05,WA,58350
2018-05,VIC,153190
2018-05,SA,15130
2018-06,NSW,229540
2018-06,QLD,156160
2018-06,TAS,4690
2018-06,ACT,7470
2018-06,NT,6490
2018-06,WA,62410
2018-06,VIC,164970
2018-06,SA,14880
2018-07,NSW,271210
2018-07,QLD,206470
2018-07,TAS,5350
2018-07,ACT,12070
2018-07,NT,8860
2018-07,WA,58770
2018-07,VIC,191350
2018-07,SA,20190
2018-08,NSW,264220
2018-08,QLD,191630
2018-08,TAS,3790
2018-08,ACT,6490
2018-08,NT,8190
2018-08,WA,65920
2018-08,VIC,183120
2018-08,SA,18310
2018-09,NSW,251580
2018-09,QLD,169090
2018-09,TAS,4800
2018-09,ACT,7200
2018-09,NT,7010
2018-09,WA,64560
2018-09,VIC,167310
2018-09,SA,18620
2018-10,NSW,283930
2018-10,QLD,169300
2018-10,TAS,6290
2018-10,ACT,7980
2018-10,NT,5050
2018-10,WA,70660
2018-10,VIC,190240
2018-10,SA,20490
2018-11,NSW,306210
2018-11,QLD,153530
2018-11,TAS,9150
2018-11,ACT,9120
2018-11,NT,5560
2018-11,WA,78830
2018-11,VIC,215210
2018-11,SA,24480
2018-12,NSW,403740
2018-12,QLD,204530
2018-12,TAS,14550
2018-12,ACT,11230
2018-12,NT,5540
2018-12,WA,104110
2018-12,VIC,282610
2018-12,SA,31490
2019-01,NSW,282660
2019-01,QLD,141460
2019-01,TAS,8540
2019-01,ACT,8030
2019-01,NT,3420
2019-01,WA,58910
2019-01,VIC,205580
2019-01,SA,22480
2019-02,NSW,357420
2019-02,QLD,165280
2019-02,TAS,13270
2019-02,ACT,14420
2019-02,NT,5110
2019-02,WA,82460
2019-02,VIC,259060
2019-02,SA,30240
2019-03,NSW,314010
2019-03,QLD,166420
2019-03,TAS,8730
2019-03,ACT,8280
2019-03,NT,4920
2019-03,WA,74810
2019-03,VIC,234430
2019-03,SA,24700
2019-04,NSW,267170
2019-04,QLD,148810
2019-04,TAS,6540
2019-04,ACT,7220
2019-04,NT,7250
2019-04,WA,62860
2019-04,VIC,180000
2019-04,SA,20480
2019-05,NSW,251990
2019-05,QLD,144290
2019-05,TAS,4640
2019-05,ACT,6140
2019-05,NT,6060
2019-05,WA,61100
2019-05,VIC,176510
2019-05,SA,17540
2019-06,NSW,235050
2019-06,QLD,156510
2019-06,TAS,4540
2019-06,ACT,6960
2019-06,NT,7070
2019-06,WA,62950
2019-06,VIC,170790
2019-06,SA,16450
2019-07,NSW,268050
2019-07,QLD,206910
2019-07,TAS,5670
2019-07,ACT,11130
2019-07,NT,9460
2019-07,WA,65260
2019-07,VIC,201930
2019-07,SA,21950
2019-08,NSW,282800
2019-08,QLD,194200
2019-08,TAS,5950
2019-08,ACT,8000
2019-08,NT,8820
2019-08,WA,72990
2019-08,VIC,196970
2019-08,SA,19450
2019-09,NSW,251730
2019-09,QLD,160010
2019-09,TAS,5130
2019-09,ACT,8460
2019-09,NT,8450
2019-09,WA,69390
2019-09,VIC,168980
2019-09,SA,22780
2019-10,NSW,285200
2019-10,QLD,169720
2019-10,TAS,6830
2019-10,ACT,8110
2019-10,NT,7460
2019-10,WA,77630
2019-10,VIC,195580
2019-10,SA,23440
2019-11,NSW,298050
2019-11,QLD,166020
2019-11,TAS,10320
2019-11,ACT,9520
2019-11,NT,4370
2019-11,WA,83910
2019-11,VIC,220340
2019-11,SA,23320
2019-12,NSW,388710
2019-12,QLD,212050
2019-12,TAS,14900
2019-12,ACT,12920
2019-12,NT,4480
2019-12,WA,111800
2019-12,VIC,299560
2019-12,SA,33300
2020-01,NSW,280350
2020-01,QLD,148730
2020-01,TAS,10450
2020-01,ACT,7020
2020-01,NT,4010
2020-01,WA,73320
2020-01,VIC,218240
2020-01,SA,24430
2020-02,NSW,252660
2020-02,QLD,131350
2020-02,TAS,9370
2020-02,ACT,9080
2020-02,NT,4390
2020-02,WA,74980
2020-02,VIC,181500
2020-02,SA,22070
2020-03,NSW,114510
2020-03,QLD,62110
2020-03,TAS,4310
2020-03,ACT,4700
2020-03,NT,1670
2020-03,WA,35490
2020-03,VIC,97620
2020-03,SA,11410
2020-04,NSW,720
2020-04,QLD,640
2020-04,TAS,10
2020-04,ACT,60
2020-04,NT,10
2020-04,WA,250
2020-04,VIC,480
2020-04,SA,70
2020-05,NSW,1420
2020-05,QLD,640
2020-05,TAS,20
2020-05,ACT,60
2020-05,NT,60
2020-05,WA,370
2020-05,VIC,770
2020-05,SA,100
2020-06,NSW,1920
2020-06,QLD,1320
2020-06,TAS,10
2020-06,ACT,120
2020-06,NT,290
2020-06,WA,510
2020-06,VIC,1140
2020-06,SA,90
2020-07,NSW,1570
2020-07,QLD,920
2020-07,TAS,30
2020-07,ACT,80
2020-07,NT,30
2020-07,WA,460
2020-07,VIC,310
2020-07,SA,100
2020-08,NSW,1600
2020-08,QLD,600
2020-08,TAS,10
2020-08,ACT,60
2020-08,NT,30
2020-08,WA,460
2020-08,VIC,220
2020-08,SA,50
2020-09,NSW,1880
2020-09,QLD,730
2020-09,TAS,20
2020-09,ACT,90
2020-09,NT,270
2020-09,WA,300
2020-09,VIC,330
2020-09,SA,100
2020-10,NSW,3440
2020-10,QLD,990
2020-10,TAS,50
2020-10,ACT,80
2020-10,NT,40
2020-10,WA,640
2020-10,VIC,640
2020-10,SA,180
2020-11,NSW,4520
2020-11,QLD,1130
2020-11,TAS,50
2020-11,ACT,110
2020-11,NT,50
2020-11,WA,670
2020-11,VIC,740
2020-11,SA,290
2020-12,NSW,4720
2020-12,QLD,1100
2020-12,TAS,300
2020-12,ACT,140
2020-12,NT,40
2020-12,WA,680
2020-12,VIC,1620
2020-12,SA,220
2021-01,NSW,2910
2021-01,QLD,1500
2021-01,TAS,340
2021-01,ACT,180
2021-01,NT,100
2021-01,WA,650
2021-01,VIC,2040
2021-01,SA,260
2021-02,NSW,2790
2021-02,QLD,1410
2021-02,TAS,80
2021-02,ACT,100
2021-02,NT,50
2021-02,WA,670
2021-02,VIC,920
2021-02,SA,220
2021-03,NSW,4130
2021-03,QLD,1370
2021-03,TAS,120
2021-03,ACT,80
2021-03,NT,360
2021-03,WA,780
2021-03,VIC,1280
2021-03,SA,210
2021-04,NSW,10940
2021-04,QLD,5100
2021-04,TAS,220
2021-04,ACT,170
2021-04,NT,130
2021-04,WA,1360
2021-04,VIC,4030
2021-04,SA,650
2021-05,NSW,16490
2021-05,QLD,9850
2021-05,TAS,360
2021-05,ACT,320
2021-05,NT,240
2021-05,WA,2300
2021-05,VIC,5850
2021-05,SA,780
2021-06,NSW,16880
2021-06,QLD,13030
2021-06,TAS,400
2021-06,ACT,440
2021-06,NT,330
2021-06,WA,2410
2021-06,VIC,2490
2021-06,SA,780
2021-07,NSW,6160
2021-07,QLD,5800
2021-07,TAS,360
2021-07,ACT,200
2021-07,NT,340
2021-07,WA,1950
2021-07,VIC,3280
2021-07,SA,640
2021-08,NSW,1450
2021-08,QLD,1850
2021-08,TAS,180
2021-08,ACT,110
2021-08,NT,390
2021-08,WA,830
2021-08,VIC,1390
2021-08,SA,190
2021-09,NSW,730
2021-09,QLD,1270
2021-09,TAS,130
2021-09,ACT,90
2021-09,NT,700
2021-09,WA,560
2021-09,VIC,720
2021-09,SA,230
2021-10,NSW,980
2021-10,QLD,1390
2021-10,TAS,340
2021-10,ACT,60
2021-10,NT,190
2021-10,WA,660
2021-10,VIC,610
2021-10,SA,170
2021-11,NSW,10210
2021-11,QLD,1320
2021-11,TAS,530
2021-11,ACT,460
2021-11,NT,240
2021-11,WA,1090
2021-11,VIC,6510
2021-11,SA,500
2021-12,NSW,37150
2021-12,QLD,3340
2021-12,TAS,1040
2021-12,ACT,1680
2021-12,NT,340
2021-12,WA,1810
2021-12,VIC,26340
2021-12,SA,1580
2022-01,NSW,26850
2022-01,QLD,5790
2022-01,TAS,720
2022-01,ACT,1480
2022-01,NT,400
2022-01,WA,1130
2022-01,VIC,21740
2022-01,SA,2640
2022-02,NSW,34900
2022-02,QLD,14860
2022-02,TAS,910
2022-02,ACT,2150
2022-02,NT,1000
2022-02,WA,2870
2022-02,VIC,29440
2022-02,SA,4300
2022-03,NSW,62610
2022-03,QLD,30990
2022-03,TAS,1740
2022-03,ACT,2990
2022-03,NT,690
2022-03,WA,16810
2022-03,VIC,47660
2022-03,SA,6720
2022-04,NSW,82280
2022-04,QLD,44920
2022-04,TAS,2330
2022-04,ACT,3340
2022-04,NT,1430
2022-04,WA,27060
2022-04,VIC,65620
2022-04,SA,8470
2022-05,NSW,81990
2022-05,QLD,47610
2022-05,TAS,2050
2022-05,ACT,3140
2022-05,NT,2000
2022-05,WA,24680
2022-05,VIC,61660
2022-05,SA,8330
2022-06,NSW,91340
2022-06,QLD,63610
2022-06,TAS,2800
2022-06,ACT,3690
2022-06,NT,1750
2022-06,WA,29190
2022-06,VIC,74060
2022-06,SA,8850
2022-07,NSW,107570
2022-07,QLD,81880
2022-07,TAS,2660
2022-07,ACT,5600
2022-07,NT,3210
2022-07,WA,32050
2022-07,VIC,81840
2022-07,SA,10840
2022-08,NSW,120860
2022-08,QLD,82700
2022-08,TAS,2730
2022-08,ACT,4460
2022-08,NT,5560
2022-08,WA,34380
2022-08,VIC,87330
2022-08,SA,10390
2022-09,NSW,128980
2022-09,QLD,86910
2022-09,TAS,3030
2022-09,ACT,5430
2022-09,NT,3860
2022-09,WA,41290
2022-09,VIC,90290
2022-09,SA,12020
2022-10,NSW,150840
2022-10,QLD,96970
2022-10,TAS,5220
2022-10,ACT,5300
2022-10,NT,2560
2022-10,WA,44870
2022-10,VIC,110020
2022-10,SA,14680
2022-11,NSW,181040
2022-11,QLD,99100
2022-11,TAS,7510
2022-11,ACT,6910
2022-11,NT,2950
2022-11,WA,57000
2022-11,VIC,133520
2022-11,SA,17140
2022-12,NSW,242050
2022-12,QLD,120560
2022-12,TAS,10150
2022-12,ACT,9080
2022-12,NT,2570
2022-12,WA,70610
2022-12,VIC,170840
2022-12,SA,23110
2023-01,NSW,159130
2023-01,QLD,73690
2023-01,TAS,5920
2023-01,ACT,5400
2023-01,NT,2260
2023-01,WA,40400
2023-01,VIC,109950
2023-01,SA,15650
2023-02,NSW,247020
2023-02,QLD,100040
2023-02,TAS,8180
2023-02,ACT,9480
2023-02,NT,2830
2023-02,WA,57590
2023-02,VIC,154570
2023-02,SA,20920
2023-03,NSW,234000
2023-03,QLD,111920
2023-03,TAS,8260
2023-03,ACT,7440
2023-03,NT,4000
2023-03,WA,65300
2023-03,VIC,159250
2023-03,SA,23070
2023-04,NSW,200230
2023-04,QLD,105730
2023-04,TAS,5150
2023-04,ACT,7480
2023-04,NT,3930
2023-04,WA,59740
2023-04,VIC,144420
2023-04,SA,18180
2023-05,NSW,189420
2023-05,QLD,104520
2023-05,TAS,3740
2023-05,ACT,6620
2023-05,NT,3860
2023-05,WA,49460
2023-05,VIC,138830
2023-05,SA,15840
2023-06,NSW,203410
2023-06,QLD,123700
2023-06,TAS,4770
2023-06,ACT,6980
2023-06,NT,4970
2023-06,WA,50370
2023-06,VIC,132140
2023-06,SA,15700
2023-07,NSW,233530
2023-07,QLD,152860
2023-07,TAS,4150
2023-07,ACT,10780
2023-07,NT,5520
2023-07,WA,46450
2023-07,VIC,153260
2023-07,SA,18490
2023-08,NSW,230460
2023-08,QLD,141410
2023-08,TAS,4140
2023-08,ACT,6640
2023-08,NT,4960
2023-08,WA,54240
2023-08,VIC,146660
2023-08,SA,14860
2023-09,NSW,220760
2023-09,QLD,135030
2023-09,TAS,3790
2023-09,ACT,7790
2023-09,NT,4110
2023-09,WA,57120
2023-09,VIC,139180
2023-09,SA,16690
2023-10,NSW,235230
2023-10,QLD,128570
2023-10,TAS,5730
2023-10,ACT,6720
2023-10,NT,3650
2023-10,WA,56430
2023-10,VIC,154040
2023-10,SA,17550
2023-11,NSW,255670
2023-11,QLD,128830
2023-11,TAS,8200
2023-11,ACT,8120
2023-11,NT,2930
2023-11,WA,67460
2023-11,VIC,172770
2023-11,SA,19770
2023-12,NSW,351760
2023-12,QLD,159270
2023-12,TAS,9990
2023-12,ACT,10430
2023-12,NT,3000
2023-12,WA,80370
2023-12,VIC,236680
2023-12,SA,25240
2024-01,NSW,240650
2024-01,QLD,105180
2024-01,TAS,7020
2024-01,ACT,7500
2024-01,NT,2510
2024-01,WA,50300
2024-01,VIC,169910
2024-01,SA,20680
2024-02,NSW,352320
2024-02,QLD,139620
2024-02,TAS,9990
2024-02,ACT,11620
2024-02,NT,3380
2024-02,WA,78250
2024-02,VIC,238270
2024-02,SA,24390
2024-03,NSW,282310
2024-03,QLD,159500
2024-03,TAS,9210
2024-03,ACT,8390
2024-03,NT,3580
2024-03,WA,76560
2024-03,VIC,199120
2024-03,SA,22290
2024-04,NSW,223790
2024-04,QLD,123210
2024-04,TAS,4780
2024-04,ACT,7430
2024-04,NT,4120
2024-04,WA,60570
2024-04,VIC,150720
2024-04,SA,18400
2024-05,NSW,224370
2024-05,QLD,122910
2024-05,TAS,5060
2024-05,ACT,7230
2024-05,NT,4540
2024-05,WA,65820
2024-05,VIC,155240
2024-05,SA,15590
2024-06,NSW,209940
2024-06,QLD,130370
2024-06,TAS,3720
2024-06,ACT,6260
2024-06,NT,5120
2024-06,WA,62120
2024-06,VIC,154820
2024-06,SA,15350
2024-07,NSW,234450
2024-07,QLD,171360
2024-07,TAS,3900
2024-07,ACT,8810
2024-07,NT,6740
2024-07,WA,56420
2024-07,VIC,161390
2024-07,SA,15820
2024-08,NSW,240840
2024-08,QLD,164980
2024-08,TAS,4550
2024-08,ACT,8610
2024-08,NT,5050
2024-08,WA,63790
2024-08,VIC,153480
2024-08,SA,17490
2024-09,NSW,233670
2024-09,QLD,141630
2024-09,TAS,4230
2024-09,ACT,9370
2024-09,NT,4820
2024-09,WA,67930
2024-09,VIC,151000
2024-09,SA,17950
2024-10,NSW,255470
2024-10,QLD,148340
2024-10,TAS,5640
2024-10,ACT,6650
2024-10,NT,3940
2024-10,WA,74020
2024-10,VIC,166600
2024-10,SA,16700
2024-11,NSW,260180
2024-11,QLD,136530
2024-11,TAS,8910
2024-11,ACT,9110
2024-11,NT,4490
2024-11,WA,77210
2024-11,VIC,177810
2024-11,SA,21030
2024-12,NSW,358290
2024-12,QLD,176290
2024-12,TAS,12400
2024-12,ACT,10240
2024-12,NT,3870
2024-12,WA,97540
2024-12,VIC,258030
2024-12,SA,28540
2025-01,NSW,272580
2025-01,QLD,126180
2025-01,TAS,8960
2025-01,ACT,6740
2025-01,NT,2580
2025-01,WA,67670
2025-01,VIC,204090
2025-01,SA,21200
2025-02,NSW,319280
2025-02,QLD,134150
2025-02,TAS,9670
2025-02,ACT,12090
2025-02,NT,2910
2025-02,WA,74760
2025-02,VIC,209460
2025-02,SA,25380
2025-03,NSW,286400
2025-03,QLD,133990
2025-03,TAS,9540
2025-03,ACT,8050
2025-03,NT,4490
2025-03,WA,81900
2025-03,VIC,212550
2025-03,SA,24250
2025-04,NSW,235560
2025-04,QLD,131390
2025-04,TAS,5310
2025-04,ACT,7300
2025-04,NT,3970
2025-04,WA,68340
2025-04,VIC,169350
2025-04,SA,19860
2025-05,NSW,227360
2025-05,QLD,129320
2025-05,TAS,5320
2025-05,ACT,6120
2025-05,NT,4840
2025-05,WA,67990
2025-05,VIC,151600
2025-05,SA,18610
2025-06,NSW,217640
2025-06,QLD,148830
2025-06,TAS,4990
2025-06,ACT,6950
2025-06,NT,7090
2025-06,WA,70570
2025-06,VIC,152730
2025-06,SA,15680
